,产品
2541,阳江沙扒湾
2542,湛江基地
2543,开高速
2544,西江温泉
2545,天府广场
2546,湖隐轩
2547,广东省文管会
2548,中国第一滩旅游度假区
2549,赤坎老城
2550,于重镇
2551,石角滩
2552,地中海
2553,茂名威利国际酒店
2554,浪漫海岸国际旅游度假
2555,金沙滩
2556,茂南区法院
2557,阳光海岸
2558,逸和水上音乐会
2559,东湾跨海大桥
2560,阪田油墨厂
2561,维也纳国际酒店(茂名高铁火车站店)
2562,尊霸披萨
2563,天津市中医结合骨科研究所
2564,Day
2565,贝壳餐厅
2566,红旗文冲社区
2567,水谷温泉酒店
2568,江西路
2569,南越美食街
2570,临海酒店
2571,星级服务区
2572,天马阁
2573,龙景灿
2574,中山一间
2575,平云山冼夫人军事总部遗址
2576,"乐园
3"
2577,高州仙人洞自然风景区
2578,深茂铁路
2579,灵日石庙
2580,观海平台
2581,油甘窝村
2582,文化碑廊
2583,广东省政府
2584,麗枫酒店(茂名水东店)
2585,阳光玫瑰生态园
2586,海陵岛客运站
2587,白沙院
2588,科技研究所
2589,牙象大地艺术公园
2590,安泰渔村餐厅
2591,乡味馆
2592,奥林匹克场馆
2593,中华第一
2594,品尚生活
2595,冼太夫人
2596,张飞大酒店
2597,细妹牛杂
2598,湛江市旅游局廉江市旅游局
2599,人民政府接管学校
2600,鼎华湾
2601,浪漫海岸国际旅游度假区
2602,迎宾馆
2603,东门大街
2604,电白车站
2605,华某城集团
2606,信宜市汽车客运站
2607,大钟阁
2608,化州糖水
2609,中国华电集团
2610,信宜站
2611,诗歌殿堂
2612,神州租车
2613,海滨步道
2614,官渡公园
2615,廉江特色景点公园
2616,云开畔溪。
2617,海安港
2618,茂名蓝海洋酒店
2619,闸坡农贸市场
2620,大锦山
2621,广东省文物
2622,海上乐园
2623,水东镇迎宾路
2624,人民大道
2625,高州观山
2626,仙人洞高山农场
2627,吕仙殿
2628,陈罗庙
2629,南风螺
2630,南极村
2631,民信老店
2632,吉兆湾
2633,大唐荔乡
2634,沈海高速
2635,沙琅收费站
2636,太华山
2637,浪漫海岸海鲜
2638,"站南路
"
2639,浪漫國際海岸
2640,服务中心
2641,高凉岭森林公园
2642,高州沿江商务宾馆
2643,宝光塔公园
2644,忠烈祠
2645,新垌镇
2646,三华李之乡
2647,海滨东路
2648,文化室
2649,"地铁
地铁广州南站"
2650,中交公规院
2651,望仙阁
2652,木兰厅
2653,石鼓服务区
2654,三两粉（茂名东汇城店）
2655,净土宗
2656,婚纱摄影灯塔
2657,大雾岭牌坊
2658,海滩观景台
2659,飞天瀑
2660,白水寨
2661,合水中坳风力发电站
2662,网红酒店
2663,海景渔村餐厅
2664,海田温泉]
2665,鲸鲨馆
2666,露天矿公园
2667,广东省委
2668,御水古温泉度
2669,马降龙
2670,宝藏小城
2671,茂名水东港
2672,平云山
2673,网具厂
2674,南国热带花园
2675,高城冼太庙
2676,石根山
2677,红树林观赏栈道
2678,茂名石化公司
2679,马踏站
2680,象鼻山
2681,北京世园会
2682,于珠海
2683,江北老灶·三国义府
2684,维也纳3好酒店
2685,红树林公园
2686,大悲塔
2687,"灶台
"
2688,马尔代夫群岛，
2689,阳茂高速
2690,→浪漫海岸国际旅游度假区
2691,粮食局
2692,浪漫海岸喜来登度假酒店
2693,大悲塔塔
2694,高铁站
2695,健康步道
2696,茂名高铁站
2697,矿生态公园
2698,农民协会南路
2699,明代村
2700,亚热带
2701,高山桥
2702,万千海
2703,广东省社会体育中心
2704,忠良街
2705,高州卡尔顿酒店
2706,广东海上丝绸之路博物馆
2707,水东三角墟
2708,甜在心扉千层蛋糕（茂名店）
2709,茂名电视台
2710,大悲舍利宝塔
2711,广州水上公园
2712,绿湖湾酒店
2713,"杨国福
真彩春苑"
2714,麦克斯维尔湾
2715,滨海旅游公路
2716,杏花驿站
2717,私享沙滩
2718,乔治三世
2719,广东石油化工学院
2720,第七大洲
2721,南海一号大道
2722,龙元任
2723,西营盘
2724,北山港
2725,【凌宵岩风景区
2726,霞山区
2727,国家旅游局
2728,中商情报网
2729,斯诺克
2730,茂名化州丽登酒店
2731,南方山区
2732,县治所
2733,龙湾国际度假酒店
2734,党建广场
2735,福鑫酒店
2736,小洲村
2737,岳丈家
2738,盛香烧鹅（东方市场店）
2739,华海酒楼
2740,新泽西州帕西帕尼
2741,发祥寺
2742,双渚渔歌
2743,防韦帕红旗饭堂开伙饭贺
2744,广东技术师范学院白云校区
2745,鳌头站
2746,螺香汇·柳州螺蛳粉（官渡二路油校店）
2747,蝴蝶谷
2748,浪漫海韵风情吧
2749,鳌头墟镇
2750,罗桂平沙街
2751,西湖公园中心
2752,东海岛东南码头
2753,民兵哨所
2754,大路村站下
2755,广州南
2756,电白国药药业有限公司
2757,温德姆酒店集团
2758,仙朗民宿
2759,肯德基（茂名官渡店）
2760,御水温泉
2761,"龟心园
龟心园"
2762,LINLEE·手打柠檬茶（文创店）
2763,522
2764,圣旨博物馆
2765,老鼠岛
2766,"信宜站
洛湛铁路"
2767,动物园
2768,马尾滩
2769,水东忠良街东街
2770,"水平
海滩"
2771,"南邦塘坑
亲水平台"
2772,去中山路
2773,木头塘村
2774,合丫埒水库
2775,康之乐
2776,茂名站南广场
2777,化州铭丰假日酒店
2778,"高州
第三"
2779,轩尼诗道101-
2780,蛇口客运码头
2781,南极昆仑站
2782,海滨路
2783,水晶教堂
2784,玻璃桥
2785,越百海海鲜蒸锅
2786,龙王宝殿
2787,白衣庵
2788,防城港
2789,上海珠桥
2790,金山中学
2791,工商局
2792,从良街
2793,茂名东诚智能公寓
2794,沙滩海
2795,高州乐天温泉度假区
2796,天后宮
2797,汾洲岛
2798,大同世界高佬庄三木山庄鳄
2799,竞速漂流
2800,职业学校
2801,南海海滩
2802,水东湾区
2803,东湖公园
2804,北京万名扬传媒公司
2805,滨海带状海滨公园
2806,火箭军
2807,中交二航局
2808,那垌湾
2809,灵遇仙境
2810,茂德公古城
2811,浪漫花海
2812,阳元山
2813,鸡公石
2814,"游船码头
"
2815,红树林景区
2816,国际金融中心
2817,观光楼
2818,蓝月湾
2819,罗定长岗坡渡
2820,广东省古村落
2821,石根山景区
2822,国家十二部
2823,古城广场
2824,第三战区三十二、四十三集团军
2825,大栋科技
2826,大洪国
2827,"信宜朗誉酒店
"
2828,包茂高速信宜北出口207国道
2829,光明路
2830,雨顺阁
2831,林头龟心园观
2832,杨记猪杂店
2833,东镇镇教育城大道
2834,水东湾
2835,建设银行
2836,厦门市区
2837,长隆海洋
2838,惠州巽寮湾
2839,中国电信茂名分公司
2840,象水乐园
2841,国大陆
2842,吴阳霞街（林召棠故里
2843,湛江北大附中
2844,广州中学
2845,电白区水东湾
2846,高州市区
2847,好心公园
2848,大地电影院
2849,路思义教堂
2850,粤运汽车运输有限公司
2851,大路村委会椰子村
2852,深圳一间
2853,太极广场
2854,天台夜宴
2855,茂南区
2856,茂名市嘉和国际酒店
2857,花水洞
2858,广东省林业局
2859,"芳名榜
大王庙诗"
2860,八艺书画廊
2861,六路市
2862,钟鼓楼
2863,融创乐园
2864,三角圩菜市场
2865,街头牛排（光华北路店）
2866,蛇口码头
2867,排仔村委会沉香厂区
2868,熊猫餐厅
2869,羊角路口
2870,南广场
2871,BTC
2872,浪漫度假酒店
2873,汪古部古城
2874,下郭冼
2875,水东情人桥
2876,"起凤书院
窦州特色美食"
2877,天河谷景区
2878,游水东湾海洋公园
2879,赤坎区
2880,肥仔鸭粥
2881,坡园石坝地段
2882,"御水古温泉
御水古温泉酒店"
2883,公安局长
2884,电白电城
2885,名御水古温泉度假酒店
2886,茂名名晟宾馆
2887,妈祖庙
2888,茂名市水东湾新城控股集团有限公司
2889,高州曹江
2890,高州乐天温泉度假酒店
2891,忠良社区
2892,茂名金沙商务酒店
2893,水东防潮大堤坝
2894,马尾海滩
2895,属博贺湾大桥
2896,三四线
2897,美国马里兰州贝塞斯达
2898,桥头小院
2899,好心湖
2900,宋皇井
2901,敦李孝式街
2902,亨城酒坊
2903,贝壳广场
2904,茂名文汇酒店
2905,小海湾
2906,冲啊浪人们
2907,白盐头码头
2908,海濱公園
2909,轨道车站
2910,52连锁酒店(化州店)
2911,川味龙虾馆（官山路店）
2912,开通旅行社
2913,茂名龙栖湾旅馆
2914,仙湖山庄
2915,阳西青洲岛
2916,海鲜码头
2917,金碧海景明珠花园1号铺
2918,闸波大角湾
2919,花地湾
2920,→茂德公古
2921,相聚时光（光明店）
2922,晏镜岭景区
2923,旷怡亭
2924,南三岛
2925,文明中路3号供水大楼
2926,茂名一中
2927,南澳岛
2928,海珠桥
2929,真功夫（传湾新天地店）
2930,阳江市海陵岛
2931,电白旧政府大楼
2932,茂名石化港
2933,柏曼酒店(茂名油城七路店)
2934,茂名站
2935,吴川市政府
2936,国际海洋度假区
2937,露天矿生态园
2938,电白晏
2939,摇摆桥
2940,"健身器材区
公园"
2941,茂名国家森林公园
2942,高州一中）分校
2943,中心广场区
2944,"释迦
"
2945,石油化工学院
2946,高州博物馆
2947,放鸡岛生态旅游国际度假区
2948,丽呈朗誉酒店
2949,[沙滩俱乐部
2950,项协会
2951,三元塔
2952,东海岸
2953,浪漫海岸度假酒店
2954,吴川鼎
2955,鼎龙湾的海岸公寓
2956,北海银滩
2957,沿海滩
2958,海水浴场
2959,新福三路10号首层
2960,风雨桥
2961,灵惠寺
2962,泰哥茶档
2963,柏曼酒店(茂名大道东汇城店)
2964,富士山
2965,布达佩斯大
2966,五观堂
2967,中国第一滩一家人公寓
2968,IU酒店(茂名人民南路油城大厦店)
2969,旋转木马啊，奇乐世界
2970,水东海
2971,宋康大
2972,"茂名
汕湛高速"
2973,广东能源化工基地
2974,霞山区海滨大道
2975,"高佬峰
"
2976,河北一间
2977,高凉郡古城
2978,大西南金三角经济区
2979,蓝海岸
2980,大良华盖路步行街
2981,十七门重庆老火锅（电白万达店）
2982,安利同心桥
2983,海滨公园
2984,水晶宫
2985,王府英
2986,广东省森林生态旅游示范基地
2987,游玉溪三洞
2988,无量寿佛
2989,双创示范街
2990,广东沉香山沉香发展有限公司
2991,仙朗避暑山庄餐厅
2992,茂名安踏篮球公园
2993,度假区
2994,凤凰木屋海景别墅
2995,摩玲鸭粥三角圩总店
2996,电白汽车客运站
2997,岭南骑楼
2998,中国经济林协会
2999,粤西驴友联盟
3000,黄金海岸，廖静美术馆
3001,广南医院
3002,阳江闸坡
3003,国民革命军
3004,汉传佛教
3005,"岭南圣母
桃源雅筑"
3006,天台寺
3007,沉香山
3008,高州革命历史纪念馆
3009,观鹭阁
3010,全国传统村落
3011,"
汇丰酒店"
3012,岭南大学
3013,信宜高速
3014,步行街
3015,鳌头古粥
3016,螺岗小镇
3017,龙鱼神龟
3018,浪漫海岸度假
3019,高州仙人洞自然风景旅游区
3020,阳春三甲
3021,茂名探店——最美民宿
3022,茂名新湖公园
3023,信宜汽车总站
3024,冼太夫人故里
3025,炮台社区
3026,婚庆基地
3027,鼎龙湾欢乐海岸
3028,乐天花园酒店
3029,湛江市区
3030,"雅米游乐园
"
3031,南极泰山站
3032,新福三路10号
3033,湛江万达广场
3034,红花村
3035,"茂名
露天矿生态公园"
3036,华宴渔村
3037,仙鹤群标志性雕塑
3038,来源湾
3039,孔子文化城
3040,酒店马戏团
3041,地浪漫海岸
3042,浮渡山
3043,茂名客运中心
3044,白龙村卫生站
3045,济南遥墙
3046,虎头山海滨旅游区
3047,河西路
3048,长隆野生动物园
3049,后花园
3050,茂植亭
3051,食惯嘴
3052,茂名泊愉青年公寓
3053,浪漫海岸
3054,环岛绿道
3055,罗德坡
3056,大象水乐园
3057,绿林食坊
3058,廉江樱花公园
3059,入口广场
3060,商会大厦
3061,科技部
3062,水上拓展俱乐部
3063,水东红树林公园
3064,茂名市区
3065,观山古寺
3066,石花水洞地质公园
3067,宋元海战区
3068,一家亲
3069,广九铁路
3070,包头市博物馆
3071,"茂名雅米游乐园
茂名雅米游乐园
园区"
