,语料ID,产品名称,内容,年份,sn_ner,hb_ner
1941,餐饮评论-4119,法兰度航空主题餐厅（东汇城店）,"位置优越，环境良好，服务态度very good。出品也还行值得一试。
精品浪漫双人餐1份",2021,set(),set()
1942,餐饮评论-4120,十七门重庆老火锅（电白万达店）,"服务差！男店长服务很差！超级不满意！
100元代金券1张，可叠加2张",2021,set(),set()
1943,餐饮评论-4121,油校西餐厅（光遇·油校光华校区店）,"性价比高   味道还可以 用快餐的钱吃上西餐厅的服务
双人鸡扒套餐，提供免费WiFi",2021,set(),set()
1944,餐饮评论-4122,椒王火锅（电白店）,"这次就餐整体感觉很赞，比较满意的方面有：口味、服务、性价比、环境。有点咸
100元代金券1张，可叠加2张",2021,set(),set()
1945,餐饮评论-4123,椒王火锅（电白店）,"很满意的一次就餐体验，整体评价的话我觉得：环境、服务、性价比。
100元代金券1张，可叠加2张",2021,set(),set()
1946,餐饮评论-4124,贵族自助牛排餐厅（华侨城店）,"还不错呀
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1947,餐饮评论-4125,鲜饮时光（高州店）,"不好吃 不好吃 紫菜特别难咬断 没有紫菜味道 饭很多水没有颗粒感
一人优选套餐，可免费使用包间",2021,set(),set()
1948,餐饮评论-4126,付记·招牌酸菜鱼,"我又来了这次第一次挑战特辣，辣的上头，下次还是默默的点中辣
20元代金券1张，可叠加2张",2021,{'辣'},set()
1949,餐饮评论-4127,十七门重庆老火锅（电白万达店）,"火锅很有特色，冰粉味道很不错，量很足，两个人吃的很饱，酥肉必点，干净卫生，服务态度好，上菜快，味道也很不错，挺划算的吧！肥牛卷很有特色，八宝茶解腻，还有免费的水果，总体来说很不错，值得一去！！！！！！
十七门火锅双人套餐1份",2021,set(),set()
1950,餐饮评论-4128,相聚时光（光明店）,"还不错，孩子比较喜欢来。有西餐有中餐
单人扒餐，提供免费WiFi",2021,set(),set()
1951,餐饮评论-4129,元晟坊蛋糕（南香公园店）,"我只能说超级很难吃，直接拉黑名单
6寸杏仁可可薄脆咸奶油芝士爆浆蛋糕（可叠加磅数）1个，约1磅，圆形",2021,set(),set()
1952,餐饮评论-4130,港堡汉堡（双山四路店）,"#套餐：一人独行鸡腿堡餐
一人独行鸡腿堡餐",2021,set(),set()
1953,餐饮评论-4131,LINLEE·手打柠檬茶（文创店）,"最爱喝特浓，上广州前都要打包一杯，还有店上小姐姐服务都很好
鄰里招牌柠檬茶2选1",2021,set(),set()
1954,餐饮评论-4132,LINLEE·手打柠檬茶（文创店）,"这次就餐整体感觉很赞，比较满意的方面有：环境、服务、口味、团购接待、性价比。
鄰里招牌柠檬茶2选1",2021,set(),set()
1955,餐饮评论-4133,贵族自助牛排餐厅（华侨城店）,"环境还可以，服务态度也挺好的，菜品也还可以啦！就是海鲜真的好难抢哦救命！！希望多出一点！其他都还好啦，很实惠不容错过，人间美味！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1956,餐饮评论-4134,椒王火锅（电白店）,"很满意的一次就餐体验，整体评价的话我觉得：环境、服务、团购接待。
100元代金券1张，可叠加2张",2021,set(),set()
1957,餐饮评论-4135,旺角亭（为民店）,"分量少价格不停升……吃不起，吃不起了。
超值单人套餐，提供免费WiFi",2021,set(),set()
1958,餐饮评论-4136,御品豆花（宾南路店）,"这次就餐整体感觉很赞，比较满意的方面有：口味。
三色芋圆豆腐花1份",2021,set(),set()
1959,餐饮评论-4137,法兰度航空主题餐厅（东汇城店）,"东西味道很好，份量也足，除了小贵没毛病
100元代金券1张，可叠加",2021,{'东西'},set()
1960,餐饮评论-4138,贵族自助牛排餐厅（华侨城店）,"周一打卡华侨城三楼贵族牛排，性价比高.菜品丰富.海鲜美味.牛排好吃.服务态度不错[强][强][强]
贵族牛排高级套餐，建议单人使用",2021,{'华侨城'},{'贵族'}
1961,餐饮评论-4139,椒王火锅（电白店）,"此次用餐总体来说不错，觉得比较认可的地方有：口味、服务、环境、性价比、团购接待。
100元代金券1张，可叠加2张",2021,set(),set()
1962,餐饮评论-4140,椒王火锅（电白店）,"这次就餐整体感觉很赞，比较满意的方面有：口味、服务、环境、性价比。
100元代金券1张，可叠加2张",2021,set(),set()
1963,餐饮评论-4141,椒王火锅（电白店）,"很满意的一次就餐体验，整体评价的话我觉得：口味、环境、服务、性价比。
100元代金券1张，可叠加2张",2021,set(),set()
1964,餐饮评论-4142,爵士厚牛排自助餐馆（汇丰店）,"不好吃 那些菜都不是新鲜的 那个寿司很硬 是放了多久
火焰牛排1份，有赠品",2021,set(),set()
1965,餐饮评论-4143,相聚时光（化州店）,"好吃
主食4选1，提供免费WiFi",2021,set(),{'WiFi'}
1966,餐饮评论-4144,果之度（为民店）,"一直都是吃果之度的千层，味道还是一如既往的好，
榴莲千层切件蛋糕1件",2021,set(),set()
1967,餐饮评论-4145,汉宫传承隆江猪脚饭（上排垌店）,"味道很好，份量很大，9.8元，管饱！
主食2选1，提供免费WiFi",2021,set(),{'WiFi'}
1968,餐饮评论-4146,法兰度航空主题餐厅（东汇城店）,"很好
精品浪漫双人餐1份",2021,set(),set()
1969,餐饮评论-4147,十七门重庆老火锅（电白万达店）,"菜品挺多的，味道还可以，服务不错，就是有些贵了。希望店家多做些折扣，
100元代金券1张，可叠加2张",2021,set(),set()
1970,餐饮评论-4148,相聚时光（光明店）,"谁吃谁**，上菜慢服务态度又不好牛排还是合成肉
100元代金券1张，可叠加",2021,set(),set()
1971,餐饮评论-4149,贵族自助牛排餐厅（华侨城店）,"菜品口味不错，因为是中午过来的，人少，服务人员特别热情，老板也是大厨，特别特别好人，吃了皮皮虾，扇贝，生蚝，小蛋糕，那个咖啡很是地道，苦尽甘来，加了三勺的糖粉，真的是非常不错的体验，吃得很饱，牛排果然还是七分熟才好吃，非常嫩非常好吃，我吃的是秘制牛排。
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1972,餐饮评论-4150,LINLEE·手打柠檬茶（文创店）,"这次就餐整体感觉很赞，比较满意的方面有：环境优雅。没有以前好喝了
霸王杯手打柠檬茶2选1",2021,set(),set()
1973,餐饮评论-4151,贵族自助牛排餐厅（华侨城店）,"不错不错真不错，老板人也很好。牛排不错很嫩，烤肠超级的香布丁也很好吃老火汤很合本人的口味，整整喝了两碗吃的太饱啦抹茶奶茶是热的，还蛮好喝的啊
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1974,餐饮评论-4152,贵族自助牛排餐厅（华侨城店）,"很好，食品很全，而且味道不错，值得推荐。
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1975,餐饮评论-4153,付记·招牌酸菜鱼,"味道不错，要辣才最好吃，各位可以选择辣味才最好，如果可以吃辣的情况下，当然口味因人而定，个人喜欢而已，还可以堂吃，环境相当不错的，适合学生与上班族，还有就是懒人族，不想做饭的，价格美丽，值得考虑！可以点赞
招牌酸菜鱼+香米饭1份，包间免费",2021,set(),set()
1976,餐饮评论-4154,法兰度航空主题餐厅（东汇城店）,"在东汇城的顶层非常显眼的位置航空主题非常亮眼，仿佛置身于机舱中味道适中，厚切牛扒性价比非常高，火候到位。量大好吃，值得推荐还剩半盘水果沙拉，两份汤，提拉米苏和鱿鱼，属实吃不下了。环境优美，服务到位，约会胜地
精品浪漫双人餐1份",2021,set(),set()
1977,餐饮评论-4155,友情有意音乐餐厅,"#套餐：2 人温馨烤鱼宵夜套餐【服务】10分
温馨烤鱼宵夜套餐，建议2人使用",2021,set(),set()
1978,餐饮评论-4156,友情有意音乐餐厅,"性价比高，以后要改善一下口感！
香菇滑鸡炖汤饭，建议单人使用",2021,set(),set()
1979,餐饮评论-4157,冲天香鸭粥店（光华北店）,"味道还是那个味道，量很足。三个成年人都够吃。
2-3人鸭粥套餐",2021,set(),set()
1980,餐饮评论-4158,法兰度航空主题餐厅（东汇城店）,"世界那么大，我们登机吧。
精品浪漫双人餐1份",2021,set(),set()
1981,餐饮评论-4159,法兰度航空主题餐厅（东汇城店）,"非常喜欢
精品浪漫双人餐1份",2021,set(),set()
1982,餐饮评论-4160,菠斯蒂蛋糕,"还行的
水果乐园1个，约2磅，圆",2021,set(),{'水果乐园'}
1983,餐饮评论-4161,法兰度航空主题餐厅（东汇城店）,"服务好，味道好，经常过来的
精品浪漫双人餐1份",2021,set(),set()
1984,餐饮评论-4162,街头牛排（光华北路店）,"第三次光顾咯，老板人很好，牛扒鲜嫩可口。
双人情侣套餐，提供免费WiFi",2021,set(),set()
1985,餐饮评论-4163,油校西餐厅（光遇·油校光华校区店）,"环境干净整洁，氛围很好，装修很棒很好看。菜品也非常的好吃。价格偏贵。服务态度也很好。有很多的选择性。而且距离学校也很近。会比较推荐来这家店  很好吃，很好吃，很好吃。大家一定要来试一下哟。
双人鸡扒套餐，提供免费WiFi",2021,set(),set()
1986,餐饮评论-4164,椒王火锅（电白店）,"菜品不新鲜，菌汤胡椒味太重，腐竹是苦的。
100元代金券1张，可叠加2张",2021,set(),set()
1987,餐饮评论-4165,爵士厚牛排自助餐馆（汇丰店）,"小孩子最喜欢去，环境适合他们，而且牛扒很大份，很多饮料，样式多，非常不错！！！！！！！！！！！！！！！！！！！！！！！！！！！n!!!n!n!n!!!!!!!!!!!!!!!!!!!!!!!!!!!!
火焰牛排1份，有赠品",2021,set(),set()
1988,餐饮评论-4166,付记·招牌酸菜鱼,"不错，就是有骨头，没有真的无骨
无骨鱼系列2选1，包间免费",2021,set(),set()
1989,餐饮评论-4167,顺德火焰醉鹅坊（站北五路店）,"来的时候人很多，鹅肉是现炒的，味道很不错。
3-4人火锅套餐",2021,set(),set()
1990,餐饮评论-4168,法兰度航空主题餐厅（东汇城店）,"环境优美，服务态度好
精品浪漫双人餐1份",2021,set(),set()
1991,餐饮评论-4169,法兰度航空主题餐厅（东汇城店）,"真的挺意外的，这家餐厅双人套餐不管是口味还是份量都能满足两个人的需求，可以给4
精品浪漫双人餐1份",2021,set(),set()
1992,餐饮评论-4170,法兰度航空主题餐厅（东汇城店）,"环境好，服务好，味道好，！！！！
精品浪漫双人餐1份",2021,set(),set()
1993,餐饮评论-4171,汉宫传承隆江猪脚饭（上排垌店）,"味道好，份量足
主食2选1，提供免费WiFi",2021,set(),{'WiFi'}
1994,餐饮评论-4172,街头牛排（光华北路店）,"小朋友都喜欢，有牛排，鸡米花，意粉，煎蛋，可乐都好好吃，环境很好，
精致单人套餐，提供免费WiFi",2021,set(),{'WiFi'}
1995,餐饮评论-4173,法兰度航空主题餐厅（东汇城店）,"味道很好，環境優美。下次再來。
精品浪漫双人餐1份",2021,set(),set()
1996,餐饮评论-4174,贵族自助牛排餐厅（华侨城店）,"环境很好，服务态度也好，种类较多，能吃得很饱，但药材，食品不是很新鲜。
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1997,餐饮评论-4175,贵族自助牛排餐厅（华侨城店）,"菜品很少，没几样菜，经理服务好
贵族自助牛排套餐，建议单人使用",2021,set(),set()
1998,餐饮评论-4176,源丰唐茶楼（电白万达广场店）,"去到好少人，可能是因为工作日吧我还以为没开门呢，上菜有点慢，不过菜品都是去到才弄的，特别热，挺不错的，也很好吃，冷了就不好吃都要趁热吃，终于吃到我心心念念的流沙包，超级爆浆多汁!!!!!虾饺强烈推荐，很好吃!!!!其他的也就一般般吧
100元代金券1张，可叠加2张",2021,set(),set()
1999,餐饮评论-4177,CAKE情迷黑森林,"太爱了，非常好吃，一直以来都是吃他家的蛋糕，服务很好，很喜欢吃，冲呀！买买买
蛋糕2选1,约1磅，圆",2021,set(),set()
2000,餐饮评论-4178,法兰度航空主题餐厅（东汇城店）,"不怎么好吃就是环境好，里面的炒菜好吃，可能是我吃不太惯西餐吧，可以去尝试一下，服务很不错，不错不错，里面拍照特别好看，牛排不要太熟偶，看个人口味快快去尝试一下吧打卡拍照偶哈哈哈哈，里面东西还是有点小贵的
100元代金券1张，可叠加",2021,{'东西'},set()
2001,餐饮评论-4179,十七门重庆老火锅（电白万达店）,"勉强还行，味道不算差也不算好，那个牛肉像打了水，没有那种口感和嚼劲。
100元代金券1张，可叠加2张",2021,set(),set()
2002,餐饮评论-4180,法兰度航空主题餐厅（东汇城店）,"好吃
精品浪漫双人餐1份",2021,set(),set()
2003,餐饮评论-4181,椒王火锅（电白店）,"此次用餐总体来说不错，觉得比较认可的地方有：环境、口味、性价比、服务。
100元代金券1张，可叠加2张",2021,set(),set()
2004,餐饮评论-4182,椒王火锅（电白店）,"很满意的一次就餐体验，整体评价的话我觉得：服务、口味、团购接待、环境、性价比。
100元代金券1张，可叠加",2021,set(),set()
2005,餐饮评论-4183,椒王火锅（电白店）,"这次就餐整体感觉很赞，比较满意的方面有：口味、服务、环境。
100元代金券1张，可叠加",2021,set(),set()
2006,餐饮评论-4184,螺香汇·柳州螺蛳粉（官渡二路油校店）,"不错，服务态度很好
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2021,set(),set()
2007,餐饮评论-4185,爵士厚牛排自助餐馆（汇丰店）,"爵士牛扒环境还是很好的，直接就坐点菜即可，服务员回过来帮你安排餐具然后你可以去拿熟食的了，寿司很不错，种类很多，饮料也有很多种类，还有烤肠和鱼丸，肉类有烧鸭和滑鸡，还有虾可以吃，种类还是很多的，吃的很饱，下次再去。
火焰牛排1份，有赠品",2021,set(),set()
2008,餐饮评论-4186,二月时光烘焙坊（华夏世纪花园店）,"点心好()，他的盒子蛋糕真的好好吃()，超级喜欢，每次去都要买，嘻老板人很好，我18岁生日就是在这家店买的蛋糕，从大老远跑过来的，不得不说，我爱了()-，这个蛋糕真的好好吃()
4英寸网红盒子蛋糕1盒",2021,set(),set()
2009,餐饮评论-4187,爵士厚牛排自助餐馆（汇丰店）,"菜品还行不过自助那边有些东西已经冷了
火焰牛排1份，有赠品",2021,{'东西'},set()
2010,餐饮评论-4188,法兰度航空主题餐厅（东汇城店）,"环境不错哦，因为来得比较早，人比较少，做了一个靠窗的位置，挺不错的，食品也很不错，来了几次，吃的牛排都很嫩，意粉也好吃，咖啡也不错，总得来说，性价比很高，套餐很抵食，喜欢喜欢，下次还会再来吃，也会介绍给朋友。。。。
精品浪漫双人餐1份",2021,set(),set()
2011,餐饮评论-4189,果之度（为民店）,"拿到的千层榴莲蛋糕不是图片的榴莲色，偏黑的，没有榴莲香味，估计不是新鲜的榴莲，奶油也没香味，这是我吃过最没榴莲味道的千层榴莲蛋糕
榴莲千层蛋糕1个，约3磅，圆形",2021,set(),set()
2012,餐饮评论-4190,冲天香鸭粥店（光华北店）,"#套餐：2-3 人鸭粥日本豆腐煲餐#腩肉豆腐煲还可以 可以吃饱 鸭粥很香 直接去前天扫码就行 青菜一般般 鸭肉也是 油过于多了 豆腐煲得趁热吃【性价比】性价比超高【环境】大排档环境【服务】还可以【口味】很好强力推荐！
2-3人鸭粥套餐",2021,set(),set()
2013,餐饮评论-4191,街头牛排（光华北路店）,"还行吧
双人情侣套餐，提供免费WiFi",2021,set(),{'WiFi'}
2014,餐饮评论-4192,Hello炸鸡（方兴店）,"超好吃超好吃超好吃！！！！！店姐姐超好！！！！！！大家快冲！！！！！吃了不亏不亏不亏！！！
韩式炸鸡7选1，提供免费WiFi",2021,set(),set()
2015,餐饮评论-4193,贵族自助牛排餐厅（华侨城店）,"可以
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2016,餐饮评论-4194,友情有意音乐餐厅,"服务态度极差 三个人过来特看不起人 点完东西要求马上买单生怕别人跑单一样 可能是美团下单原因特看不起人 点完三杯饮料 其中有一杯西瓜汁是有头发的跟服务员说直接换一个管子一句抱歉都没有 点的是烤鱼上了鱼锡纸都快涨得爆出来了依然没有一个服务员过来割开真是挺垃圾的跟服务员反映不出声没有抱歉一句话没说我想不明这间垃圾怎么开得到现在不会再有下次 以后看清店铺再消费
温馨烤鱼宵夜套餐，建议2人使用",2021,"{'东西', '美团'}",set()
2017,餐饮评论-4195,瀛食精致料理,"很满意的一次就餐体验，整体评价的话我觉得：口味、性价比、环境。不错不错不错不错不错不错不错不错不错不错不错不错不错不错 特别是小吃八爪鱼 真的是太爱了 太好吃了 越吃越上瘾 好吃到爆炸了啊啊啊啊啊太棒了耶耶耶好喜欢 下次还会再来
精致双人套餐，提供免费WiFi",2021,set(),set()
2018,餐饮评论-4196,相聚时光（化州店）,"这次就餐整体感觉很赞，比较满意的方面有：环境。
双人牛扒套餐，可免费使用包间",2021,set(),set()
2019,餐饮评论-4197,顺德火焰醉鹅坊（站北五路店）,"还不错，可以去尝试
6人套餐，提供免费WiFi",2021,set(),set()
2020,餐饮评论-4198,相聚时光（光明店）,"环境不错，很安静，东西也很好。
咖喱鱼蛋套餐，建议4人使用",2021,{'东西'},set()
2021,餐饮评论-4199,肯德基（茂名官渡店）,"很满意的一次就餐体验，整体评价的话我觉得：比较愉快的一次用餐
肯德基美味欢聚餐（4-5人）兑换券1份",2021,{'肯德基美味欢聚餐'},set()
2022,餐饮评论-4200,相聚时光（光明店）,"第一次来，很好，很不错，值得再来
单人扒餐，提供免费WiFi",2021,set(),{'WiFi'}
2023,餐饮评论-4201,相聚时光（光明店）,"好看 东西也好吃 喜欢
单人扒餐，提供免费WiFi",2021,{'东西'},{'WiFi'}
2024,餐饮评论-4202,椒王火锅（电白店）,"此次用餐总体来说不错，觉得比较认可的地方有：口味、环境、性价比、服务。
100元代金券1张，可叠加2张",2021,set(),set()
2025,餐饮评论-4203,果之度（开发区店）,"蛋糕真的很香，孩子们吃的津津有味。
榴莲千层蛋糕1个，约2磅，圆",2021,set(),set()
2026,餐饮评论-4204,源丰唐茶楼（电白万达广场店）,"出品非常慢，炒面不好吃，东西贵，用卷合算一点
100元代金券1张，可叠加2张",2021,{'东西'},set()
2027,餐饮评论-4205,优乐堡（开发区店）,"便宜实惠，店好找，孩子们都爱吃。
超抵鸡腿堡2个，建议单人使用",2021,set(),set()
2028,餐饮评论-4206,优悦西餐厅（维斯顿店）,"环境一般吧，味道还行，挺好的呢
高级2人扒餐，提供免费WiFi",2021,set(),set()
2029,餐饮评论-4207,付记·招牌酸菜鱼,"高州最好吃的酸菜鱼，没有之一！吃得快，忘了拍照，明天再来吃补上，哈哈
招牌酸菜鱼+香米饭1份，包间免费",2021,set(),set()
2030,餐饮评论-4208,十七门重庆老火锅（电白万达店）,"味道不错，就是性价比不高，偏贵
100元代金券1张，可叠加2张",2021,set(),set()
2031,餐饮评论-4209,街头牛排（光华北路店）,"很满意的一次就餐体验，整体评价的话我觉得：口味、性价比、服务。
豪华3人套餐，提供免费WiFi",2021,set(),{'WiFi'}
2032,餐饮评论-4210,满酱（东湖店）,"环境不错，食物不错，值得一尝噢！
双人韩部火锅套餐",2021,set(),set()
2033,餐饮评论-4211,贵族自助牛排餐厅（华侨城店）,"经常去吃的一家牛排自助餐，价格还不贵的，菜品随时更新，菜非常丰富味道也不错，每次带孩子去吃都会吃撑的，下次还会再去
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2034,餐饮评论-4212,椒王火锅（电白店）,"此次用餐总体来说不错，觉得比较认可的地方有：环境、服务、口味、性价比。
100元代金券1张，可叠加2张",2021,set(),set()
2035,餐饮评论-4213,贵族自助牛排餐厅（华侨城店）,"牛排好吃 菜品丰富 出菜及时  服务热情    性价比高 赞一个
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2036,餐饮评论-4214,贵族自助牛排餐厅（华侨城店）,"牛扒味道好，上餐也挺速度的。总体来说不错
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2037,餐饮评论-4215,贵族自助牛排餐厅（华侨城店）,"是整片的牛肉，牛扒味道很好，服务周到
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2038,餐饮评论-4216,贵族自助牛排餐厅（华侨城店）,"态度很好！菜品也不少，环境也还行，下次再来
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2039,餐饮评论-4217,爵士厚牛排自助餐馆（汇丰店）,"有虾有薯条有炒菜有水果有寿司有雪糕有蛋糕有凉拌啥的  喝的推荐酸奶  牛排除了有点太熟以外味道还是很不错的！！！！！！！！！！！？！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！？！！！！
火焰牛排1份，有赠品",2021,set(),set()
2040,餐饮评论-4218,相聚时光（化州店）,"好吃，大大一份，吃得很干净
饮品2选1，可免费使用包间",2021,set(),set()
2041,餐饮评论-4219,爵士厚牛排自助餐馆（汇丰店）,"环境不错，就是菜品更新慢，没有多少好吃的炒菜，性价比一般。
火焰牛排1份，有赠品",2021,set(),set()
2042,餐饮评论-4220,爵士厚牛排自助餐馆（汇丰店）,"不错，服务态度超级好，味道还没吃呢
火焰牛排自助餐，建议2人使用",2021,set(),set()
2043,餐饮评论-4221,相聚时光（化州店）,"很满意的一次就餐体验，整体评价的话我觉得：性价比。
饮品2选1，可免费使用包间",2021,set(),set()
2044,餐饮评论-4222,江渔儿酸菜鱼（高州店）,"#套餐：酸菜鱼双人餐和上一次来吃的味道差别很大，现在感觉都不好吃了，这个鸡也是，又柴又没味道，之前的吃的口味有点甜很嫩滑的。不知道是不是换厨师了
酸菜鱼双人餐",2021,set(),set()
2045,餐饮评论-4223,相聚时光（化州店）,"味道非常好，价格实惠
牛肉肠仔披萨1份，可免费使用包间",2021,set(),set()
2046,餐饮评论-4224,麦当劳（明湖店）,"好吃又实惠
薯条（小）1份",2021,set(),set()
2047,餐饮评论-4225,麦当劳（明湖店）,"好吃诶
麦旋风奥利奥原味（2杯装）1份",2021,set(),{'\n麦'}
2048,餐饮评论-4226,顺德火焰醉鹅坊（站北五路店）,"超级好吃..超级划算
3-4人火锅套餐",2021,set(),set()
2049,餐饮评论-4227,菠斯蒂蛋糕,"感觉个头比以前的变小了一点，而且馅不是很多，如果能赶上刚出炉的话，味道会很好吃。
泡芙1个，提供免费WiFi",2021,set(),set()
2050,餐饮评论-4228,相聚时光（光明店）,"还可以还不错喜欢的亲们可以考虑一下过来咯，味道还不错，坏境很好，服务态度端正，下次再带朋友一起去咯，样式也提多的，主要吃得开心，心动不如行动，有想法的亲们赶紧带上亲朋好友来尝试一下吧，走过路过千万别错过咯
单人扒餐，提供免费WiFi",2021,set(),set()
2051,餐饮评论-4229,十七门重庆老火锅（电白万达店）,"【口味】味道不错，可以值得去吃
100元代金券1张，可叠加2张",2021,set(),set()
2052,餐饮评论-4230,满酱（东湖店）,"还可以
50元代金券1张，可叠加",2021,set(),set()
2053,餐饮评论-4231,贵族自助牛排餐厅（华侨城店）,"环境不错，去的时候不是周末，所以人比较少，服务的比较周到，自助的菜式不算很多，但也能吃得饱，和朋友偶尔小聚吃一次，还不错。如果平时想不到要吃什么，可以试试去吃这个自助餐，还算经济划算，有兴趣的朋友可以去试一试
贵族牛排高级套餐，建议单人使用",2021,set(),set()
2054,餐饮评论-4232,椒王火锅（电白店）,"了的与其这样啊
100元代金券1张，可叠加",2021,set(),set()
2055,餐饮评论-4233,云南过桥米线（汇景店）,"#套餐：米线系列 3 选 1【口味】汤底真不错，我不喜欢吃太辣，选的素菜类，青菜很新鲜口感丰富【环境】非常舒服凉快，够亮宽敞，没有油烟味【性价比】实惠，小料免费自助，分量一个人吃刚刚好。【服务】两个人上班，老板娘随和，态度很好。
米线系列2选1，提供免费WiFi",2021,set(),set()
2056,餐饮评论-4234,贵族自助牛排餐厅（华侨城店）,"牛扒还行，但是自助真的一般，菜品很少，味道也一般
贵族牛排高级套餐，建议单人使用",2021,set(),set()
2057,餐饮评论-4235,源丰唐茶楼（电白万达广场店）,"好吃的，环境也不错，干净卫生，下次还会再来，点了虾饺，炒河粉，蛋挞，鸡爪，一份艇仔粥粥，不过粥很少，比较稀，也还行，没什么味道，其他的忘了，价格也还可以，有时候会有五折优惠券，哈哈哈哈哈哈哈哈哈哈哈哈
100元代金券1张，可叠加",2021,set(),set()
2058,餐饮评论-4236,源丰唐茶楼（电白万达广场店）,"晚上8点去的，刚开始没什么人，后来人多了，各种点心味道还不错，用券优惠点，性价比高
100元代金券1张，可叠加2张",2021,set(),set()
2059,餐饮评论-4237,相聚时光（化州店）,"味道很好，菜品特色也多，去过很多次了值得去吃
相聚时光纸上包鱼，建议2人使用，可免费使用包间",2021,set(),set()
2060,餐饮评论-4238,友情有意音乐餐厅,"中午来的，不多人，上菜速度还可以，套餐配汤的，我提醒了一下服务员套餐有配汤的，结果等我吃完饭还没上汤，叫了一下服务才告诉我刚才没有点汤，真的垃圾
香菇滑鸡炖汤饭，建议单人使用",2021,set(),set()
2061,餐饮评论-4239,相聚时光（化州店）,"环境和实物都不错
主食4选1，提供免费WiFi",2021,set(),{'WiFi'}
2062,餐饮评论-4240,友情有意音乐餐厅,"套餐：饭+饮料。吃完饭，还没上饮料，叫服务说刚才没有点饮料，然后帮我点了饮料，等了接近20分钟，隔离桌的看到陆陆续续都上了，我这桌还不上饮料，生气地走了
超值滑饭饮品套餐，建议单人使用",2021,set(),set()
2063,餐饮评论-4241,相聚时光（化州店）,"经常来，不错
牛肉肠仔披萨1份，可免费使用包间",2021,set(),set()
2064,餐饮评论-4242,相聚时光（化州店）,"经常来的店了，很不错
单人套餐，提供免费WiFi",2021,set(),{'WiFi'}
2065,餐饮评论-4243,麦当劳（明湖店）,"我爱麦旋风，我爱麦旋风，我爱麦旋风这一辈子吃一口麦旋风啥都值得了呜呜呜
奥利奥麦旋风1份",2021,set(),set()
2066,餐饮评论-4244,法兰度航空主题餐厅（东汇城店）,"很nice，会分享给外国朋友菜品ok，样式好看！很棒，是一次美味的体验！
精品浪漫双人餐1份",2021,set(),set()
2067,餐饮评论-4245,顺德火焰醉鹅坊（站北五路店）,"总体来说还是挺不错的。服务很好，美团买的，也挺实惠
2人醉鹅火锅套餐",2021,{'美团'},set()
2068,餐饮评论-4246,顺德火焰醉鹅坊（站北五路店）,"不好吃 内脏很重的骚味 鹅太嫩了 味道很淡
3-4人火锅套餐",2021,set(),set()
2069,餐饮评论-4247,御品豆花（宾南路店）,"臭豆腐实在是太香了，豆腐花好嫩，都是我要的味道
原味焦糖豆腐花经典臭豆腐1份",2021,set(),set()
2070,餐饮评论-4248,汉宫传承隆江猪脚饭（上排垌店）,"这个大份的量很少很少。而且特别肥，不值这么贵
主食4选2，提供免费WiFi",2021,set(),{'WiFi'}
2071,餐饮评论-4249,付记·招牌酸菜鱼,"全5星好评，味道顶呱呱
招牌酸菜鱼+香米饭1份，包间免费",2021,set(),set()
2072,餐饮评论-4250,御品豆花（宾南路店）,"挺好吃的
三色芋圆豆腐花1份",2021,set(),set()
2073,餐饮评论-4251,汉宫传承隆江猪脚饭（上排垌店）,"还好
主食2选1，提供免费WiFi",2021,set(),{'WiFi'}
2074,餐饮评论-4252,椒王火锅（电白店）,"椒王的超级回头客 两个月来了五六次了 超级超级好吃每次都拿菌菇汤底泡饭吃 分量也超级足吃撑了都还剩一半食材 服务员的态度都超级好 还以为到了海底捞哈哈哈哈哈哈真不错 已经成为了万达恰饭首选场地 就是经典麻辣的锅底希望辣椒渣少一点 不然有点难冲掉很容易吃到辣椒
100元代金券1张，可叠加",2021,set(),set()
2075,餐饮评论-4253,相聚时光（光明店）,"味道挺不错的，鸡扒和猪扒都很嫩，好吃好吃
单人扒餐，提供免费WiFi",2021,set(),set()
2076,餐饮评论-4254,元晟坊蛋糕（南香公园店）,"不错
20元代金券1张，可叠加",2021,set(),set()
2077,餐饮评论-4255,LINLEE·手打柠檬茶（文创店）,"好喝
鄰里招牌柠檬茶2选1",2021,set(),set()
2078,餐饮评论-4256,贵族自助牛排餐厅（华侨城店）,"这次就餐整体感觉很赞，比较满意的方面有：性价比。本店最大亮点就是自助餐不限时间。
贵族自助牛排套餐，建议单人使用",2021,set(),set()
