,语料ID,产品名称,内容,年份,sn_ner,hb_ner
514,景区评论-1515,南海1号一号银滩（十里银滩）,风景很不错，海滩宽广漂亮，沙子柔软，海浪温柔，适合游玩。但去的时间应该避免中午太阳大的时候。,2019,set(),set()
515,景区评论-1516,浮山岭风景区,一家人休闲度假的好去处，风景也可以，只是，没有大山大岭那种感觉。,2019,set(),set()
516,景区评论-1517,湖光岩,湖光岩风景区位于湛江市区西南部约19公里处，是著名的湖光岩火山口风景区。湖光岩大约形成于20万年前，是我国现存的三座火山湖之一，也是世界上除德国的Manderscheid之外仅存的玛珥湖。这里的地质特征兼有海岸地貌、构造地质地貌等多种地质遗迹，自然风光极好。 湖光岩为中国玛珥湖的典型代表，湖底的沉积物真实的记录了十多万年以来古气候、古环境的变化情况，蕴藏着丰富的热带亚热带气候环境的变化的信息，被专家们誉为“天然环境变迁年鉴”。湖光岩为火山垣环抱，湖水清澈如镜，湖四周悬崖陡壁，火山岩层理、韵律清楚。 公园内古树难天，古藤缭绕，植被茂盛，有一片高密度空气负离子区，堪称“天然氧气吧”，人在湖滨漫步，倍感心旷神怡。园区历史悠久，早在隋朝时期，佛教僧人就依岩而建楞严寺、白衣庵等古刹，宋朝丞相李纲题写的摩崖石刻“湖光岩”存留至今。,2019,"{'湖光', '严寺', '湖光岩', '白衣庵', '湖光岩火', '岩', '玛珥湖', '建楞', '湖光岩风景区', 'Manderscheid', '火山湖'}","{'楞严寺', '玛珥湖', '白衣庵'}"
517,景区评论-1518,谢鲁山庄风景名胜区,整座庄园山、水、景、物错落有致，浑然一体。园中曲径通幽，奇花飘香、异草争绿，徜徉其中，仿佛置身世外桃源。“湖隐轩”隐于“眼镜塘”“荷包塘”花花树树的浓荫间，犹如归帆之船停泊在芦苇深处。,2019,"{'湖隐轩', '眼镜塘'}",set()
518,景区评论-1519,乐天温泉度假村,还可以还可以,2019,set(),set()
519,景区评论-1520,中澳友谊花园,不错的地方 澳洲植物那部分还有模有样的,2019,set(),set()
520,景区评论-1521,御水古温泉旅游度假区,黄小凤服务态度好，应该表扬一下,2019,set(),set()
521,景区评论-1522,西江温泉度假村,干净卫生环境优美,2019,set(),set()
522,景区评论-1523,吉兆湾,好去处，有新鲜感和不太熟悉交集一起的感觉，就是这样才会更加向往,2019,set(),set()
523,景区评论-1524,田园寨,都在装修有得能玩有的不能玩，安全带意识不强！有得景点玩的有规定年龄，感觉一般，最重要的是服务人员服务不怎么到位！需要加强管理！,2019,set(),set()
524,景区评论-1525,大通街,赤坎 大通街是湛江最古老的商业街之一，它与广东省湛江最古老的街道古老渡街相接，是见证赤坎区古商埠沧桑的珍贵“化石”，来赤坎区一定要来大通街，看看过去赤坎等我景色,2019,"{'通街', '大', '赤坎大通街', '赤坎区'}","{'古老渡街', '赤坎', '大通街', '赤坎大通街'}"
525,景区评论-1526,鼎龙湾欢乐海岸,不错的地方，喜欢海，第一次感受大海零距离，2004虎门，那也只是珠江口与海交接的地方、2007深圳湾，在人家房子看海海，没有接触到海,2019,"{'深圳湾', '珠江口'}",set()
526,景区评论-1527,霞山观海长廊,湛江这裏是非常有特色的，海景也好，来这边玩，可以抒发心情。,2019,set(),set()
527,景区评论-1528,乐天温泉度假村,水汇前台服务超级好，值得表扬，只不过餐厅那边的东西有点凉了，吃起来肚子受不了有点疼，要改进下，希望你们认真看到这个信息，谢谢,2019,{'水汇'},set()
528,景区评论-1529,鼎龙湾欢乐海岸,不错的地方，很好，美美的，喜欢看海，第一次近距离看海,2019,set(),set()
529,景区评论-1530,维纳斯皇家温泉（广东阳西店）,性价比很不错，环境优美，干净卫生,2019,set(),set()
530,景区评论-1531,御水古温泉旅游度假区,这里的水不错，干净卫生，魚疗体验很好,2019,set(),set()
531,景区评论-1532,御水古温泉旅游度假区,放松一下下、,2019,set(),set()
532,景区评论-1533,敏捷欢乐黄金海岸,海沙非常细腻，值得我们再去，下次要多多住一段时间，好好感受感受。,2019,set(),set()
533,景区评论-1534,鼎龙湾德萨斯水世界,去过很多个水上世界，中规中矩吧，如果没有玩过的话，去玩玩也挺不错的，我去的时候还没完全建设好，过些时间应该会好很多吧!沙滩挺干净的,2019,set(),set()
534,景区评论-1535,御水古温泉旅游度假区,还不错，出游好去处,2019,set(),set()
535,景区评论-1536,瀛州公园,瀛洲公园占地面积60亩，始建于上世纪九十年代末，公园内绿草如茵，弯曲的小径将公园分为几个小区，种有不同的花草图案和奇形各异的风景树。公园历史文化底蕴深厚，有城雕高凉鼓韵和高州市廉政教育基地--尚义名区牌坊。,2019,"{'尚义名区牌坊', '瀛洲公园'}",{'瀛洲公园'}
536,景区评论-1537,乐天温泉度假村,还是不错的，一整天的休闲娱乐全包，值得购买,2019,set(),set()
537,景区评论-1538,特呈岛,太多的攻略介绍都没有涉及怎么坐船去，其实车客渡每个人只要3元，快船也只要6元。由于错过航班，我们是坐私人快艇，60元。上岛后还是租一辆电瓶车比较好，码头上便宜一点，我们是在偷渡上岸点租的，也要60元。岛上没有什么吃的，要自己带的。,2019,set(),set()
538,景区评论-1539,湛江红嘴鸥游船,海港非常漂亮，能看到军舰，船上一直有语音导游，真心不错，值！！！ 我们坐的是加班船，船上的卫生干净整洁，服务态度好，天气不错。,2019,set(),set()
0,景区评论-1540,冼太庙,冼太庙在粤西地区是非常的多的，也是非常出名的。反应了当地人对冼太夫人的尊重和怀念以及其对我们影响力之大…！每年都会有祭拜活动……,2020,"{'冼', '太庙', '粤西'}","{'粤西', '冼太庙'}"
1,景区评论-1541,大仁山风景区,市区中海拔最高的山，很值得去。。。小时候经常邮走路去，一走就几个小时,2020,set(),set()
2,景区评论-1542,广东海洋大学,广东海洋大学的西区，正在建设中，将来会更加漂亮,2020,{'广东海洋大学'},{'广东海洋大学'}
3,景区评论-1543,御水古温泉旅游度假区,很舒服，自助餐丰富,2020,set(),set()
4,景区评论-1544,茂名森林公园,1.2米以下不要门票。我多买了一张。另外游乐场大人也是要票的。现在去玩还很划算，100可以玩全场了。空气很棒，动物园和游乐园分布的很好，不拥挤，不过有的动物好臭哦，比如豪猪,2020,set(),set()
5,景区评论-1545,西江温泉度假村,环境优美干净卫生好,2020,set(),set()
6,景区评论-1546,高州仙人洞景区,山青水秀，很好,2020,set(),set()
7,景区评论-1547,田园寨,停车收费，没标注，有点坑，啥好玩,2020,set(),set()
8,景区评论-1548,湖光岩,湖光岩景区是我国有名的火山湖，由于火山爆发形成凹地，最终经过自然地质变迁形成了湖光岩！景色树木茂盛，负氧离子丰富，很不错！,2020,"{'湖光岩景区', '湖光岩'}",{'湖光岩景区'}
9,景区评论-1549,海陵岛,海陵岛因为他的优质的水质，被很多人称为来到广东地道的海滩旅游景点。但是很多人却不知道如何到达海陵岛，今天通过图文就为大家介绍一下详细的交通。 如果你和我一样是一个不太喜欢坐汽车的人，那你可以从广东的任何一个地方坐高铁到达阳江站，从阳江站出来之后做专门的公交车，就可以到达海陵岛客运站了。 如果你不想那么折腾，希望坐大巴直接到海陵岛的话，那在广东各个地方也都是有客车可以直达海陵岛客运站的，具体的时间班次和价格，大家可以看我上传的图片。,2020,"{'阳江站', '海陵岛客运站', '海陵岛'}","{'阳江', '海陵岛', '图文'}"
10,景区评论-1550,湛江红嘴鸥游船,看到了军港，很多军舰。独特的体验。,2020,set(),set()
11,景区评论-1551,湛江梵高星空艺术馆,湛江梵高星空艺术馆陶治艺术情操。,2020,{'湛江梵高星空艺术馆'},{'湛江梵高星空艺术馆'}
12,景区评论-1552,御水古温泉旅游度假区,很不错，已经第二次来咯。 环境感觉比上次更加古色古香，很多地方都是重新翻修。 服务服务挺不错，前台漂亮小姐姐有问必答，还很有礼貌，温泉区里工作人员也很热情。 餐饮度假村的餐厅价格有点小贵，建议可以到外面的大排档吃。可是团购的自助早餐还是不错的 住宿团购的房间是在金月楼，晚上很安静，睡眠质量不好的朋友也可以一觉睡到天亮，而且还很贴心的送了一个果盘。 总的来说性价比各方面都是挺不错的。,2020,"{'金月楼', '温泉区'}",{'金月楼'}
13,景区评论-1553,中国南极长城站,南极长城站位于南设得兰群岛的最大一个岛屿:乔治王岛，与南极半岛隔海相望。在德雷克海峡经过了一天一夜的海盗船，终于在早上到达了附近海域，需要分批坐冲锋舟上岛。应为是夏季，长城站周围的冰雪已经融化，少了点感觉，但第一次也许也是人生唯一一次踏上南极大陆，还是万分激动！这里有联通基站，据说可以免费给国内打电话！,2020,"{'乔治王岛', '南设得兰群岛', '长城站', '南极大陆', '城站', '南极半岛', '南极长', '德雷克海峡'}","{'乔治王岛', '南设得兰群岛', '南极大陆', '南极半岛', '南极', '德雷克海峡'}"
14,景区评论-1554,海滨公园,湛江的海还挺好看的，周围很多玩的地方，当然了，都是要收费的。这种快艇出海真的挺便宜的，一百块一条船正规出海的没找到，坐着这种也还蛮好的值得一去，可以看到很多货轮吹吹海风，岂不美哉？,2020,set(),set()
15,景区评论-1555,蓝月湾温泉,湛江有名的温泉中心。每天晚上12点关门会把水放完，第二天下午开门时会洗池子，比较干净,2020,set(),set()
16,景区评论-1556,蓝月湾温泉,挺不错的，环境很好，地方很大，还有游泳池！有机会还会选择这家！,2020,set(),set()
17,景区评论-1557,大通街,大通街的环境挺好的，就是房子旧了点,2020,{'大通街'},{'大通街'}
18,景区评论-1558,蓝月湾温泉,一切都很好，就是室外风一吹到傍晚有点冷 鱼疗很舒服，服务态度也超级好 很多人说晚饭菜品少 就三十块钱的晚餐券 三十多个菜已经不少了好伐 而且味道服务服务很到位,2020,set(),set()
19,景区评论-1559,御水古温泉旅游度假区,这个滴答爹篮子这个地方景色美，，,2020,set(),set()
20,景区评论-1560,田园寨,环境不错，设施齐全，非常好玩，服务优秀，交通方便，不错的选择，下次再来。,2020,set(),set()
21,景区评论-1561,湛江博物馆,湛江比较有特色的博物馆，很多建筑,2020,set(),set()
22,景区评论-1562,月亮湾滨海度假区,浪大好玩。,2020,set(),set()
23,景区评论-1563,蓝月湾温泉,温泉！超舒服！整体不错！,2020,set(),set()
24,景区评论-1564,中华第一冼太庙,为什么我们姓冼的去看望祖先要收门票,2020,set(),set()
25,景区评论-1565,高州仙人洞景区,景点山脚边的炸蕃薯很好吃！,2020,set(),set()
26,景区评论-1566,遂溪孔子文化城,很大，但是没有建设好，走得太累了，还没有车坐一下呀,2020,set(),set()
27,景区评论-1567,闸坡大角湾,阳江闸坡大角湾距离广州不远，自驾游开车过去，很方便，在海边住宿一晚，玩耍的时间比较充裕……蓝天白云，阳光海滩，休闲度假不错的选择……,2020,"{'角湾', '阳江闸坡', '阳光海滩', '大'}",{'阳江闸坡大角湾'}
28,景区评论-1568,海陵岛,海陵岛位于广东省阳江市，距离阳江市区坐车要大概半个小时左右**--**--海陵岛据说是中国十大最美岛屿之一。天空蔚蓝，环境不错，空气清新，沙滩细腻，晚上还能看到星星(^^*)是个不错的地方-(; ),2020,{'海陵岛'},{'海陵岛'}
29,景区评论-1569,湛江博物馆,湛江博物馆也是有一定的年代历史,2020,{'湛江博物馆'},{'湛江博物馆'}
30,景区评论-1570,寸金动物园,寸金公园是一个好地方，很多人逛,2020,{'寸金公园'},{'寸金公园'}
31,景区评论-1571,寸金动物园,小时候很喜欢来公园玩，有游乐园,2020,set(),set()
32,景区评论-1572,放鸡岛生态旅游国际度假区,家乡的旅游景点，竟然是第一次来哈哈 讲真，不输马尔代夫哦！ 船票是往返的通票，好像是150一个人，可能时间段不同有区别。 岛上开发度一般，只有很少几个餐厅和旅馆，也是好事，免得太多污染。租了电摩环岛玩，100块一个小时，还挺贵的不过一个小时也差不多游完了。人工设施不多，来看看海吧！,2020,set(),set()
33,景区评论-1573,御水古温泉旅游度假区,孩子们玩得很开心，游乐区是暖水，池也比较多，又有节目，订房的自助餐比较好，有机会试试不同的房子，下次再来,2020,set(),set()
34,景区评论-1574,高州仙人洞景区,太好玩了，有空再组织朋友们去。空气新鲜，水气舒服，高空秋千刺:,2020,set(),set()
35,景区评论-1575,放鸡岛生态旅游国际度假区,休闲娱乐度假好地方，假期可以出去放飞一下,2020,set(),set()
36,景区评论-1576,大通街,大通街是赤坎区的老城区，很多人来过这里,2020,"{'大通街', '赤坎区'}",{'大通街'}
37,景区评论-1577,鹤地水库风景区,水库非常大，是湛江人民的水源地。风景好,2020,set(),set()
38,景区评论-1578,闸坡大角湾,海陵岛闸波大角湾，面积14.7万平方米，大角湾滩长2.59公里，宽5060米，螺线形湾似巨大的牛角，故名“大角湾”。马尾岛位于海陵岛西南端，与闸坡镇山岭相连，海岸线曲折多湾，最长沙环为1公里，三面环海，实为半岛。岛上有沙滩排球、足球、沙滩牵引伞、沙滩赛马、山海经风之凡、激光射击等体育设施。大角湾是海陵岛知名度最高的景点,2020,"{'马尾岛', '西南端', '大', '山岭', '角湾', '海陵岛', '闸波'}","{'闸波大角湾', '大角湾', '马尾岛', '海陵岛'}"
39,景区评论-1579,寸金动物园,家在住在寸金公园附近，晚上有空都会来这里逛一下，很多周围群众茶余饭后都会来,2020,{'寸金公园'},{'寸金公园'}
40,景区评论-1580,海陵岛,阳江海陵岛 ，位于阳江的海陵岛 ，享有“南方北戴河”和“东方夏威夷”之美称，被誉为一块未经雕琢的翡翠。四面环海，以水碧、沙净和游海水、住海边、食海鲜、买海味的特色驰名中外。海陵岛全年日照时间长，年平均气温22.8度，年晴天数310天，四季分明，气候宜人，是旅游度假的理想地方。海陵岛海鲜可谓物美价廉，渔民特制的蛋家菜不可错过。虾和烧烤海味也别有风味.海陵岛位于广东阳江市西南端，是广东第四大岛。,2020,"{'阳江海陵岛', '海陵岛', '阳江'}","{'阳江海陵岛', '北戴河', '阳江', '海陵岛', '夏威夷'}"
41,景区评论-1581,海滨公园,海滨公园很漂亮，适合去散散步放松，还有一些游乐设施,2020,{'海滨公园'},{'海滨公园'}
42,景区评论-1582,渔港公园,比较有名的旅游点，夏天人很多，景色不错,2020,set(),set()
43,景区评论-1583,海陵岛,【景色】风景很美的，广东海滩的风景大多差不多，跟惠州的也没什么区别，但是对海滩还是一如既往的向往就是啦 【趣味】天空与海的交际是无法抗拒的，诱惑只会越来越深，空气很好哦，岛上也有很多东西玩，娱乐设施挺丰富的，太喜欢了 【性价比】还可以呢,2020,set(),"{'对海滩', '广东海滩'}"
44,景区评论-1584,海陵岛红树林国家湿地公园,在海陵岛东岛上面的木栈道湿地公园，到海中间还有一个小岛，叫老鼠山，从外形看上去像老鼠的形状，海水退朝的时候还可以挖贝壳 【景色】 【趣味】 【性价比】,2020,"{'老鼠山', '木栈道湿地公园', '海陵岛'}","{'老鼠山', '东岛', '海陵岛', '湿地公园'}"
45,景区评论-1585,海滨公园,正月，湛江海滨公园的烟花爆竹声中一岁除，春风送暖入屠苏。虽然受疫情的影响，人员不能聚集，不过也没有影响远处看烟花的夜景。,2020,{'湛江海滨公园'},{'湛江海滨公园'}
46,景区评论-1586,海陵岛,海陵岛隶属阳江市江城区海陵岛经济开发试验区，是广东第四大海岛，位于阳江市西南沿海，海陵岛陆地总面积108.89平方公里，其中主岛面积105平方公里，区域岸线104公里，主岛岸线75.5公里、海域面积640平方公里；有可供开发的土地58平方公里。,2020,"{'试验区', '江城区', '海陵岛', '西南'}",{'海陵岛'}
47,景区评论-1587,阳西青洲岛,一般吧！就像荒岛一样，连游泳都不给，海边还写：危险，请不要游泳，凭什么其它海边就没有，你海边就有啊，饭店都没有，去码头走4公里，太远了，就条小路!希望改进改进！ 【景色】 【趣味】 【性价比】,2020,set(),set()
48,景区评论-1588,高州市宝光塔,别看高州现在只是一个县级市，但曾经作为府州治所，城中遍布历史古迹。宝光塔据说是广东省最高的楼阁式古塔，与高州老城区隔着鉴江相望，通体白色，在阳光的照射下甚为耀眼。古时建塔通常都与宗教关联甚广，所以你也能看到，塔下就有一座广福庙，塔内亦有供奉佛像。为尊重原貌，塔上不设栏杆，因而登塔阶梯亦不开放，只能外观了。,2020,"{'鉴江', '广福庙', '宝光'}","{'广福庙', '宝光塔', '鉴江'}"
49,景区评论-1589,天龙顶国家山地公园,风景秀丽，树木青翠，春季是游玩的好时节。,2020,set(),set()
50,景区评论-1590,沙扒湾,这边也还是挺好玩的，比较经典的一条线路了，直接可以跟那种一天团过来，直接住一个晚上，回去就可以了。 这边的海水其实也就是那样子，虽然现在的天空比起以前真的漂亮了很多，但是水质上面的话依然是普普通通。 沙扒湾这边最大的特色其实是物价比较的便宜，适合消磨时间。,2020,{'沙扒湾'},{'沙扒湾'}
51,景区评论-1591,马尾岛,【景点攻略】 详细地址：阳江市江城区海陵岛西南端 交通攻略：自驾前往请规范停车在车位里，旺季没车位别乱停，很多饭店私家车位必须消费才给停，还有许多高价车位。 开放时间：全天开放 门票价格：免费 亮点特色：马尾岛位于广东阳江市海陵岛西南端，与闸坡镇山岭相连，海岸线曲折多湾，最长沙环为1公里，三面环海，实为半岛总面积1.3平方公里，海滩长约1.25公里。马尾岛上林荫遍布，海底平缓，水面平静。水中安全地带宽阔，颇受游人青睐。值得一提的是“马尾夕照”，这里是海岛的最西角，观日落的最佳地点，当晚彩霞漫天时，许多游人驻足于此等待。 马尾岛总面积2.25平方公里，最高峰马尾山147米。景区封闭性较强，岛上林荫遍布，植被如茵，保留了较为原始的自然气息。景区有一线天机、灵日石庙、古堡灯塔、马尾夕照等景观。 进出马尾岛可观赏闸坡国家中心渔港、蝴蝶洲、海上渔村等。海边西段地形呈螺线形的白沙滩；南段为砾石滩。沙滩松软，水清浪静，滩底平缓，百米之内水深1.5米左右，尤其适合儿童、老年人海浴。 沙滩建有餐饮等配套服务设施。 马尾岛四周依傍着马尾山，沿着山道向山上走，山上植物茂盛，许多热带植物及不知名的野花使人感受到浓郁的热带海岛气息，傍晚在马尾岛看落日最美了，简直美得让人迷醉。山上有一处古炮台遗址，使人想起了这里曾是南海前哨。 从闸坡港出发渡海去马尾岛，乘枫艇约20分钟行程。马尾岛上林荫遍布，沿曲径前行，有巨石列布海滩，或浑圆平整，或突兀峻峭，虎伏狮立，形状奇特。前望大海澎湃，近处沙细滩平。 小Tips：美食推荐：粉酥 粉酥用炒米粉掺猪油黄糖黑芝麻等原料制成饼皮，包入花生芝麻猪肉椰蓉等馅，填进雕刻着花纹图案的木模夯实后取出，经精心烤制后而成。口感甜而不腻，入口酥香，外形精致玲珑，为各家过节办喜事时必备的送礼待客之物。 猪肠碌 猪肠碌有人又叫猪肠粉、肠粉（由于现在肠粉用来指另外一种点心，阳江人已经很少人用“肠粉”来称呼猪肠碌）。它类似平时吃的粉卷，用米粉皮包着芝麻、豆芽、虾皮、蛋皮等。吃的时候可整条吃，也可以切成小段，再沾上特殊的调料（如辣酱），味道咸中带香，十分可口。 岗美腊鸭 起源于阳春市岗美镇岗北油铺村李孟新家族，已有近百年历史，选优质麻鸭用传统手工艺制作而成，具有色泽鲜艳、醇香可口的特点，品质以秋冬时节的腊鸭最佳。 春砂排骨 春砂仁是驰名中外的名贵中药材，据宋代的<开源通宝>和明代的<本草纲目>记载，春砂仁有性味辛温、健胃、行气调中、消食安胎的作用。用其制成的菜式，享誉四方。 对虾 湛江市历来为全省有名的对虾产区，年产一般2000多吨，以墨吉对虾、长毛对虾最多。天然海产的对虾，肉嫩而质滑，加蒜蓉白灼，鲜味逼人。 安全是享受快乐旅程的保证。出发马尾岛前最好购买旅游意外保险，如果发生意外能得到及时的救助。 马尾岛旅途中尽量少带现金，不要将钱放在行李中，要贴身保管。最好到正规商店购物，买了东西要发票证明。 重要证件身份证、信用卡、机船车票要随身携带、妥善保管。出发马尾岛前最好各复印一件放在手提包中，原件放在贴身的内衣口袋中。遇到有人查证件时也不要轻易答应，应报告领队处理。如领队不在场，可要求对方出示身份证或工作证件，否则应予拒绝。若对方是警察，也应记下其证件号、胸牌号和车号。 在马尾岛旅游过程中，游客应当保存好一切可能用得着的证明材料，如旅游合同、旅游发票、景点门票、医疗单据等，不要仅凭口头承诺。必要时，消费者可将与旅行社进行商谈交涉的过程以录音的形式记录下来，以备用。遇到侵权更要及时向旅行社、消费者协会、旅游质量质监所等机构反映。 对现代女性而言，独自旅行早已不是难事。但是如果未曾考量旅游安全问题，那就可能会在旅游时遇骗遭劫，轻则伤财，重则危及人身安全。 1、女性马尾岛旅行，少许化妆不但令你的旅程增添姿采，拍照留念的效果也特好，可以留下更美好的回忆。出外旅游最好以化淡妆为主。带一条或多条围巾，可以配衣服，令你“形象百变”，而且又轻又不占空间，可用来当头巾面纱；还可以包扎行李，一物多用。穿着简单自然，出外旅游可不是选美，切忌打扮花枝招展。 2、已成家的女性在外旅游宜戴一只戒指，向陌生男子表示你已经结婚。此外，切勿饮用陌生人提供的饮料，或应承陌生人的邀约（即使对方都是女孩子）。 3、马尾岛旅游留宿时，一定告知家人旅馆名称、电话、预定留宿时间。如果是团队游，要记下队友的房间电话。,2020,"{'马尾岛', '消费者协会', '白沙滩', '蝴蝶洲', '灵日石庙', '闸坡港', '旅游质量质监所', '马尾夕照', '古堡灯塔', '南海', '马尾山', '海陵岛', '闸坡国家中心渔港'}","{'马尾岛', '白沙滩', '蝴蝶洲', '灵日石庙', '半岛', '马尾山', '海陵岛', '马尾'}"
52,景区评论-1592,闸坡,【景色】风景宜人，海水清澈，不错。,2020,set(),set()
53,景区评论-1593,霞山观海长廊,是周末带孩子来的好地方，是平时跑步健身好场所,2020,set(),set()
54,景区评论-1594,湖光岩,湖光岩是中国唯一的玛珥湖，世界只有两个，另外一个在德国。湖光岩适合亲子游，绕湖一圈，可以骑行可以坐电瓶车可以徒步，沿途你可以看到火山岩、地震博物馆等等地理历史遗留景象。园区负离子含量超高，湖边也是湛江看日落最佳位置。,2020,"{'湖光', '湖光岩', '岩', '玛珥湖', '地震博物馆'}","{'玛珥湖', '湖光岩'}"
55,景区评论-1595,高州仙人洞景区,徒步好去处，风景不错，值得一去。,2020,set(),set()
56,景区评论-1596,鼎龙湾欢乐海岸,海水很美，周围打造了一个楼盘，环境不错,2020,set(),set()
57,景区评论-1597,露天矿生态公园,茂名马尔代夫，人不多，风景好 空气好,2020,set(),set()
58,景区评论-1598,遂溪孔子文化城,新建的旅游文化景点，非常吸引人，人气旺,2020,set(),set()
59,景区评论-1599,中国第一滩旅游度假区,本地人会去，地方不坑人总体看看海吧,2020,set(),set()
60,景区评论-1600,沙扒湾,环境安静的小渔人港，非常休闲不错的,2020,set(),set()
61,景区评论-1601,硇洲岛,慕名而去，感慨而回 建议开小车过去或者一下船就租车； 岛上的景点完全没有相应的基础设施； 岛上除了镇上有东西吃，其他都是村，没有吃饭的地方； 最好不要住到村里，离镇上比较远，路也不太好走，电动车都要开二十多分钟； 下面的图片是各个景点实拍，我去的两天都是阴天，没看见日出也没有明显的日落，四个景点不用两个小时就游完了，五月海岸拍照不错，整个岛上妖风很大； 最最最重要的建议1.带现金；2.不要去镇上的大排档，专坑外地人，会说雷州话的也不放过找镇上的民宿自己煮就好了,2020,set(),set()
62,景区评论-1602,东海岛,有空就过来这里逛逛，这里很美很舒服的！,2020,set(),set()
63,景区评论-1603,东海岛,风，那么轻柔，带动着小树、小草一起翩翩起舞，当一阵清风飘来，如同母亲的手轻轻抚摸自己的脸庞，我喜欢那种感觉，带有丝丝凉意，让人心旷神怡。享受生活，不一定要有山珍海味、菱罗绸缎为伴，大自然便是上帝所赐予人类最为珍贵的。,2020,set(),set()
64,景区评论-1604,露天矿生态公园,以前是个矿来的，现在变成一个水池了，有一点渐变的颜色还是挺漂亮的，水特别深，现在全部围起来了不能靠近。目前还是在建设中，不知道以后会不会卖门票，要门票的话就不值得去了,2020,set(),set()
65,景区评论-1605,三官山,三官山是值得去的地方。风景优美期待下次,2020,{'三官山'},{'三官山'}
66,景区评论-1606,田园寨,环境优美，空气清新，各种娱乐项目都很好玩。值得陪同家人或朋友一起去旅游，特色的农家美食味道不错，很有农家风味，值得点个赞。下次还会再来。,2020,set(),set()
67,景区评论-1607,中澳友谊花园,面朝大海，春暖花开！休闲好地方！,2020,set(),set()
68,景区评论-1608,渔港公园,来到湛江一定要到湛江的海边走走看看，湛江除了金沙湾就数渔港公园了，蓝天白云的蓝蓝的大海，那沙滩都非常的干净，花红树绿的特别是晚上人山人海的有各种表演的那些歌唱爱好者在那唱歌，这里是免费的，乘车非常方便,2020,"{'渔港公园', '金沙湾', '湛江'}","{'金沙湾', '数渔港公园'}"
69,景区评论-1609,特呈岛,风景值得去看看，但是性价比太低了！那个度假酒店里面大半都是荒废的别墅小屋，这样的地方，门票太贵了，真的不值。如果自己来玩，建议租个单车，带上野餐垫和零食，在沙滩上晒晒太阳还是可以的。,2020,set(),set()
70,景区评论-1610,南国热带花园,湛江市内规模较大的公园，环境好、空间大、花卉多，每日来晨跑、夜跑的人很多……,2020,set(),set()
71,景区评论-1611,寸金动物园,喜欢这样的动物园，周末陪小朋友过去,2020,set(),set()
72,景区评论-1612,湛江梵高星空艺术馆,美景很好，晚上带个妹子去就很好了,2020,set(),set()
73,景区评论-1613,大仁山风景区,大仁山村的风景，登上顶更好看，我实在是太累了，爬不动，这天气凉凉的，山上的空气真心去清新得不得了，值得推荐！尤其适合一家大小或是跟三两好友一起去,2020,{'大仁山村'},set()
74,景区评论-1614,大通街,大通街是很有名的地方，很有纪念意义,2020,{'大通街'},{'大通街'}
75,景区评论-1615,广垦（茂名）国家热带农业公园,还不错哦哦哦,2020,set(),set()
76,景区评论-1616,露天矿生态公园,【景色】哇塞第一次发现茂名还有这种地方，感觉真的很棒呢，下次要再来呢，第一次跟朋友来玩，感觉很有意思哦，拍照也很好看哈哈哈,2020,set(),set()
77,景区评论-1617,田园寨,田园寨真的要推荐，今天是无意中搜索到的，虽然还在不断完善中，可是我真的要点赞！拍照风景优美，玩的东西又刺激，今天下雨就是把全部逛一遍都很累了，下次把全部都玩一遍，廉江有这个地方真的棒棒哒，继续加油把！,2020,{'寨'},{'田园寨'}
78,景区评论-1618,高州仙人洞景区,环境好，空气好，瀑布好看,2020,set(),set()
79,景区评论-1619,露天矿生态公园,昔日的矿产，今日变成了美丽的风景地区，公园绿化做得很好，值得一去。,2020,set(),set()
80,景区评论-1620,高州仙人洞景区,风景优美，满满的负离子。,2020,set(),set()
81,景区评论-1621,硇洲岛,因为今年游客逐渐增多，岛上除了特色民宿还建了豪华酒店，逛下人文不错，如果想要看漂亮的海景和舒服的海滩，那还是考虑东南亚海岛吧。,2020,{'东南亚'},{'东南亚'}
